BANKLEITZAHL|KST_NEU|KST_ALT|BEZEICHNUNG|BEZEICHNUNG_LANG|GESCHÄFTSBEREICH|GESCHÄFTSBEREICH_BEZEICHNUNG|GESCHÄFTSBEREICH_VERANTWORTL|SEGMENT|SEGMENT_BEZEICHNUNG|SEGMENT_VERANTWORTLICHER|ORGEINHEIT|ORGEINHEIT_BEZEICHNUNG|ORGEINHEIT_VERANTWORTLICHER|BEREICH|BEREICH_BEZEICHNUNG|BEREICH_VERANTWORTLICHER|BANKSTELLE|KZ_PLANBAR|KZ_ZUORDNEN|GÜLTIG_BIS|GÜLTIG_VON
35000|191|39410|Tanklager Lehen|39410 Tanklager Lehen|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|192|39420|Tanklager Saalfelden|39420 Tanklager Saalfelden|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|193|42000|Marketing Ware|42000 Marketing Ware|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|194|43000|AOM|43000 AOM|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|195|44000|RW&CO Ware|44000 RW&CO Ware|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|196|45000|IT-Leitung & Prozesse|45000 IT-Leitung & Prozesse|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|197|45100|Kundencenter|45100 Kundencenter|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|198|45200|Businessanalyse|45200 Businessanalyse|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|199|45300|Softwareentwicklung|45300 Softwareentwicklung|11|Ware||12|Ware eigene KST||12|Ware eigene KST||12|Ware eigene KST||00||J|9999-12-31|2023-01-01
35000|200|40200|Generaldirektion|40200 Generaldirektion|20|GD||20|Generalsekretariat||20|Generalsekretariat||20|Generalsekretariat||00|J|J|9999-12-31|2015-01-01
35000|201|40201|Gen.Dion.Pens|40201 Gen.Dion.Pens|20|GD||20|Generalsekretariat||20|Generalsekretariat||20|Generalsekretariat||00|J|J|9999-12-31|2015-01-01
35000|202|40203|Generalsekretariat ALT|40203 Generalsekretariat ALT|20|GD||20|Generalsekretariat||20|Generalsekretariat||20|Generalsekretariat||00|J|J|9999-12-31|2021-01-01
35000|203|40810|Zentralkostenstelle|40810 Zentralkostenstelle|20|GD||20|Generalsekretariat||20|Generalsekretariat||20|Generalsekretariat||00|J|J|9999-12-31|2023-01-01
35000|210|41000|Marketing|41000 Marketing|20|GD||21|Marketing||21|Marketing||21|Marketing||00|J|J|9999-12-31|2015-01-01
35000|211|41001|Werbung|41001 Werbung|20|GD||21|Marketing||21|Marketing||21|Marketing||00|J|J|9999-12-31|2015-01-01
35000|215|41002|Öffentlichkeitsarbeit|41002 Öffentlichkeitsarbeit|20|GD||22|Öffentlichkeitsarbeit||22|Öffentlichkeitsarbeit||22|Öffentlichkeitsarbeit||00|J|J|9999-12-31|2015-01-01
35000|220|40100|General-Versammlung|40100 General-Versammlung|20|GD||23|General-Versammlung-Verwaltung||23|General-Versammlung-Verwaltung||23|General-Versammlung-Verwaltung||00|J|J|9999-12-31|2015-01-01
35000|230|40210|Betriebsrat|40210 Betriebsrat|20|GD||24|Betriebsrat||24|Betriebsrat||24|Betriebsrat||00|J|J|9999-12-31|2015-06-01
35000|231|40700|Innenrevision|40700 Innenrevision|20|GD||25|Innenrevision||25|Innenrevision||25|Innenrevision||00|J|J|9999-12-31|2015-01-01
35000|232|64600|Pensionen|64600 Pensionen|20|GD||26|Pensionen||26|Pensionen||26|Pensionen||00|J|J|9999-12-31|2015-01-01
35000|235|60000|Dummy|60000 Dummy|20|GD||27|Sonstige GD||27|Sonstige GD||27|Sonstige GD||00|J|J|9999-12-31|2015-01-01
35000|236|64750|Dummy-KST Schwarzstr.|64750 Dummy-KST Schwarzstr.|20|GD||27|Sonstige GD||27|Sonstige GD||27|Sonstige GD||00|J|J|9999-12-31|2015-01-01
35000|240|40400|Personalmanagement|40400 Personalmanagement|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2015-01-01
35000|241|40401|Personalverrechnung|40401 Personalverrechnung|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2023-01-01
35000|242|40402|Recruit./Personalentw.|40402 Recruit./Personalentw.|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2022-12-20
35000|243|40403|Personal Verb. Untern.|40403 Personal Verb. Untern.|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2023-01-01
35000|244|40404|Auszubildende|40404 Auszubildende|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2023-01-01
35000|245|40406|Sumsis@Work|40406 Sumsis@Work|20|GD||28|Personalmanagement||28|Personalmanagement||28|Personalmanagement||00|J|J|9999-12-31|2023-01-01
35000|250|64700|NVE ZV|64700 NVE ZV|20|GD||29|Nicht verteilte Erträge||29|Nicht verteilte Erträge||29|Nicht verteilte Erträge||00|J|J|9999-12-31|2015-01-01
35000|251|64701|NVE WP|64701 NVE WP|20|GD||29|Nicht verteilte Erträge||29|Nicht verteilte Erträge||29|Nicht verteilte Erträge||00|J|J|9999-12-31|2023-01-01
35000|300|10300|ORG/IT-Zentrale Serv.|10300 ORG/IT-Zentrale Serv.|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2021-06-01
35000|301|10311|IT-Vor-Ort-Service|10311 IT-Vor-Ort-Service|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2022-02-01
35000|302|10312|IT Produktmanagement|10312 IT Produktmanagement|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2022-02-01
35000|303|10314|Hardwarevermietung|10314 Hardwarevermietung|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2022-02-01
35000|304|10317|IT-Anwendungen & Innovation|10317 IT-Anwendungen & Innovat|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2023-01-01
35000|305|10318|Prozessmanagement RGS|10318 Prozessmanagement RGS|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2021-06-01
35000|306|10319|Softwareingetrat. Bank|10319 Softwareingetrat. Bank|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2022-02-01
35000|307|10332|RVS-Datenbez. direkt|10332 RVS-Datenbez. direkt|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2021-06-01
35000|308|10335|Organisation|10335 Organisation|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2023-01-01
35000|309|10337|Elba-Hotline|10337 Elba-Hotline|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2022-01-01
35000|310|10340|Sicherheitsmgmt/BCM|10340 Sicherheitsmgmt/BCM|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2023-01-01
35000|311|10341|Architektur-&Datenmgmt|10341 Architektur-&Datenmgmt|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2023-01-01
35000|312|10342|Business Intelligence|10342 Business Intelligence|30|IT||30|ORG-IT||30|Org-IT||30|Org-IT||00|J|J|9999-12-31|2023-01-01
35000|330|10330|RVS-IT-Kosten Sektor|10330 RVS-IT-Kosten Sektor|30|IT||31|Sektor-IT RVS||31|Sektor-IT RVS||31|Sektor-IT RVS||00|J|J|9999-12-31|2021-06-01
35000|331|10331|RVS-Datenbez. Sektor|10331 RVS-Datenbez. Sektor|30|IT||31|Sektor-IT RVS||31|Sektor-IT RVS||31|Sektor-IT RVS||00|J|J|9999-12-31|2021-06-01
35000|350|41700|Datenmanagement & DWH ALT|41700 Datenmanagement & DWH AL|30|IT||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||00|J|J|9999-12-31|2016-03-07
35000|351|41710|Datenanalyse ALT|41710 Datenanalyse ALT|30|IT||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||00|J|J|9999-12-31|2019-01-01
35000|352|41720|Datenschutz ALT|41720 Datenschutz ALT|30|IT||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||35|Datenmgmt, DWH & Sicherheitsm.||00|J|J|9999-12-31|2021-01-01
35000|355|40701|IT-Security & Audit|40701 IT-Security & Audit|30|IT||36|IT-Security & Audit||36|IT-Security & Audit||36|IT-Security & Audit||00|J|J|9999-12-31|2019-01-22
35000|360|41750|weITblick|41750 weITblick|30|IT||37|weITblick||37|weITblick||37|weITblick||00|J|J|9999-12-31|2023-01-01
35000|400|64100|Risikomanagement|64100 Risikomanagement|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|401|64130|KRM FK & PGK|64130 KRM FK & PGK|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|402|64135|KRM Immo. & Banken|64135 KRM Immo. & Banken|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|403|64140|Risikosteuerung|64140 Risikosteuerung|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|404|64150|Risikocontrolling|64150 Risikocontrolling|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|410|61400|Sanierungskunden|61400 Sanierungskunden|40|US||44|Sanierung||44|Sanierung||44|Sanierungskunden||00|J|J|9999-12-31|2015-01-01
35000|411|64120|Sonderkredite|64120 Sonderkredite|40|US||43|Risikomanagement||43|Risikomanagement||43|Risikomanagement||00|J|J|9999-12-31|2023-01-01
35000|420|40800|RW & CO|40800 RW & CO|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|421|40801|RW & CO Bank|40801 RW & CO Bank|40|US||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||41|Rechnungswesen & Controlling||00|J|J|9999-12-31|2023-01-01
35000|430|40805|Meldewesen RBGS|40805 Meldewesen RBGS|40|US||42|Meldewesen RBGS||42|Meldewesen RBGS||42|Meldewesen RBGS||00|J|J|9999-12-31|2021-01-01
35000|431|40806|Meldewesen RB's ALT|40806 Meldewesen RB's ALT|40|US||42|Meldewesen RBGS||42|Meldewesen RBGS||42|Meldewesen RBGS||00|J|J|9999-12-31|2020-08-01
35000|450|40300|Finanzdirektion|40300 Finanzdirektion|40|US||40|Finanzdirektion||40|Finanzdirektion||40|Finanzdirektion||00|J|J|9999-12-31|2015-01-01
35000|451|40301|Weinhandel|40301 Weinhandel|40|US||40|Finanzdirektion||40|Finanzdirektion||40|Finanzdirektion||00|J|J|9999-12-31|2022-01-01
35000|452|40830|Nachhaltigkeitsmanagem.|40830 Nachhaltigkeitsmanagem.|40|US||40|Finanzdirektion||40|Finanzdirektion||40|Finanzdirektion||00|J|J|9999-12-31|2022-12-01
35000|500|40900|BL RB'n & Ware|40900 BL RB'n & Ware|50|SC||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||00|J|J|9999-12-31|2023-01-01
35000|501|64000|BL Servicecenter Bank ALT|64000 BL Servicecenter Bank AL|50|SC||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||00|J|J|9999-12-31|2015-01-01
35000|502|40902|Veranstaltungen RBGS|40902 Veranstaltungen RBGS|50|SC||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||50|BL SC RVS, RBn und Ware||00|J|J|9999-12-31|2023-04-01
35000|510|40901|Office Raiffeisenbanken|40901 Office Raiffeisenbanken|50|SC||51|Office Raiffeisenbanken||51|Office Raiffeisenbanken||51|Office Raiffeisenbanken||00|J|J|9999-12-31|2021-01-01
35000|511|40204|Office RB ALT|40204 Office RB ALT|50|SC||51|Office Raiffeisenbanken||51|Office Raiffeisenbanken||51|Office Raiffeisenbanken||00|J|J|9999-12-31|2020-05-27
35000|512|40910|RB-Beratung|40910 RB-Beratung|50|SC||52|Raiffeisenbankenberatung||52|Raiffeisenbankenberatung||52|Raiffeisenbankenberatung||00|J|J|9999-12-31|2021-01-01
35000|515|10200|Kreditber./U-Analyse|10200 Kreditber./U-Analyse|50|SC||53|Kreditber./Unternehmensanalyse||53|Kreditber./Unternehmensanalyse||53|Kreditber./Unternehmensanalyse||00|J|J|9999-12-31|2015-01-01
35000|520|40600|Rechtsabteilung|40600 Rechtsabteilung|50|SC||54|Recht und Compliance||54|Recht und Compliance||54|Recht und Compliance||00|J|J|9999-12-31|2015-01-01
35000|521|40610|Compliance|40610 Compliance|50|SC||54|Recht und Compliance||54|Recht und Compliance||54|Recht und Compliance||00|J|J|9999-12-31|2023-01-01
35000|530|64320|SC Konto & ZV|64320 SC Konto & ZV|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|531|64321|Zahlungsverkehr|64321 Zahlungsverkehr|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|532|64322|Nostrobankendisposition|64322 Nostrobankendisposition|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|533|64324|ZV-Überw. & Recherche|64324 ZV-Überw. & Recherche|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|534|64325|Geld-/Münzversorgung|64325 Geld-/Münzversorgung|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|535|64340|E-Banking & Card Serv.|64340 E-Banking & Card Serv.|50|SC||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||55|SC Zahlungsverkehr||00|J|J|9999-12-31|2022-01-01
35000|540|64200|Servicecenter Fin. & WP|64200 Servicecenter Fin. & WP|50|SC||56|SC Finanzierung und WP||56|SC Finanzierung und WP||56|SC Finanzierung und WP||00|J|J|9999-12-31|2016-10-01
35000|541|64210|Wertpapierabwicklung|64210 Wertpapierabwicklung|50|SC||56|SC Finanzierung und WP||56|SC Finanzierung und WP||56|SC Finanzierung und WP||00|J|J|9999-12-31|2023-01-01
35000|542|64250|Abwicklung Fin. PGK|64250 Abwicklung Fin. PGK|50|SC||56|SC Finanzierung und WP||56|SC Finanzierung und WP||56|SC Finanzierung und WP||00|J|J|9999-12-31|2023-01-01
35000|543|64260|Treasury Services|64260 Treasury Services|50|SC||56|SC Finanzierung und WP||56|SC Finanzierung und WP||56|SC Finanzierung und WP||00|J|J|9999-12-31|2023-01-01
35000|550|41101|Expedit/Geldservice|41101 Expedit/Geldservice|50|SC||57|SC ZEK & Expedit||57|SC ZEK & Expedit||57|SC ZEK & Expedit||00|J|J|9999-12-31|2020-01-01
35000|551|41102|Zentraler Einkauf|41102 Zentraler Einkauf|50|SC||57|SC ZEK & Expedit||57|SC ZEK & Expedit||57|SC ZEK & Expedit||00|J|J|9999-12-31|2015-01-01
35000|552|41104|Geldservice|41104 Geldservice|50|SC||57|SC ZEK & Expedit||57|SC ZEK & Expedit||57|SC ZEK & Expedit||00|J|J|9999-12-31|2017-01-01
35000|560|64010|Servicecenter Kunde|64010 Servicecenter Kunde|50|SC||58|SC Kunde & Konto||58|SC Kunde & Konto||58|SC Kunde & Konto||00|J|J|9999-12-31|2019-04-01
35000|561|64326|Filialzahlungsverkehr|64326 Filialzahlungsverkehr|50|SC||58|SC Kunde & Konto||58|SC Kunde & Konto||58|SC Kunde & Konto||00|J|J|9999-12-31|2023-03-01
35000|562|64330|Zentrale Kontoservices|64330 Zentrale Kontoservices|50|SC||58|SC Kunde & Konto||58|SC Kunde & Konto||58|SC Kunde & Konto||00|J|J|9999-12-31|2023-03-01
35000|600|62000|BL PGK|62000 BL PGK|60|PGK||60|Bereichsleitung PGK||60|Bereichsleitung PGK||60|Bereichsleitung PGK||00|J|J|9999-12-31|2015-01-01
35000|601|62301|Fil. Zell am See|62301 Fil. Zell am See|60|PGK||61|Retail Banking||62|Filialen ohne AL||62|FVB ZELL||01|J|J|9999-12-31|2015-01-01
35000|602|62302|Fil. Schallmoos|62302 Fil. Schallmoos|60|PGK||61|Retail Banking||62|Filialen ohne AL||63|FVB SCHA||02|J|J|9999-12-31|2015-01-01
35000|604|62304|Fil. Schüttdorf|62304 Fil. Schüttdorf|60|PGK||61|Retail Banking||62|Filialen ohne AL||62|FVB ZELL||01|J|J|9999-12-31|2015-01-01
35000|605|62305|Fil. Thumersbach|62305 Fil. Thumersbach|60|PGK||61|Retail Banking||62|Filialen ohne AL||62|FVB ZELL||01|J|J|9999-12-31|2015-01-01
35000|606|62306|Fil. Lehen|62306 Fil. Lehen|60|PGK||61|Retail Banking||62|Filialen ohne AL||68|Fil. Lehen||42|J|J|9999-12-31|2015-01-01
35000|607|62307|Fil. Gnigl|62307 Fil. Gnigl|60|PGK||61|Retail Banking||62|Filialen ohne AL||63|FVB SCHA||07|J|J|9999-12-31|2015-01-01
35000|608|62308|Fil. Leopoldskron|62308 Fil. Leopoldskron|60|PGK||61|Retail Banking||62|Filialen ohne AL||64|FVB MOLE||08|J|J|9999-12-31|2015-01-01
35000|609|62309|Fil. Oberndorf|62309 Fil. Oberndorf|60|PGK||61|Retail Banking||62|Filialen ohne AL||66|Fil. Oberndorf||09|J|J|9999-12-31|2015-01-01
35000|610|62310|Gruppe PGK Schwarzstr.|62310 Gruppe PGK Schwarzstr.|60|PGK||70|PKAS||70|PKVS||70|PKVS||00|J|J|9999-12-31|2023-01-01
35000|611|62100|Private Banking|62100 Private Banking|60|PGK||70|PKAS||70|PKVS||70|PKVS||00|J|J|9999-12-31|2017-01-01
35000|612|62312|Service/Ticket|62312 Service/Ticket|60|PGK||70|PKAS||71|PKAS exkl. PKVS||71|PKAS exkl. PKVS||00|J|J|9999-12-31|2017-01-01
35000|613|62313|Safe|62313 Safe|60|PGK||70|PKAS||71|PKAS exkl. PKVS||71|PKAS exkl. PKVS||00|J|J|9999-12-31|2018-09-25
35000|614|62311|PGK Schwarzstr. - Fin.|62311 PGK Schwarzstr. - Fin.|60|PGK||70|PKAS||71|PKAS exkl. PKVS||71|PKAS exkl. PKVS||00|J|J|9999-12-31|2020-02-05
35000|626|62326|Fil. Parsch|62326 Fil. Parsch|60|PGK||61|Retail Banking||62|Filialen ohne AL||65|FVB PAAI||26|J|J|9999-12-31|2015-01-01
35000|627|62327|Fil. Glasenbach|62327 Fil. Glasenbach|60|PGK||61|Retail Banking||62|Filialen ohne AL||65|FVB PAAI||27|J|J|9999-12-31|2018-01-01
35000|628|62328|Fil. Aigen|62328 Fil. Aigen|60|PGK||61|Retail Banking||62|Filialen ohne AL||65|FVB PAAI||28|J|J|9999-12-31|2015-01-01
35000|630|62300|AL Filialen|62300 AL Filialen|60|PGK||61|Retail Banking||61|AL Filialen||61|AL Filialen||00|J|J|9999-12-31|2015-01-01
35000|642|62391|Fil. Morzg|62391 Fil. Morzg|60|PGK||61|Retail Banking||62|Filialen ohne AL||64|FVB MOLE||42|J|J|9999-12-31|2015-01-01
35000|643|62392|Filiale Altstadt|62392 Filiale Altstadt|60|PGK||61|Retail Banking||62|Filialen ohne AL||67|Fil. Altstadt||43|J|J|9999-12-31|2015-01-01
35000|644|62393|Fil. Alpenstraße|62393 Fil. Alpenstraße|60|PGK||61|Retail Banking||62|Filialen ohne AL||64|FVB MOLE||44|J|J|9999-12-31|2015-01-01
35000|659|62359|Fil. Itzling|62359 Fil. Itzling|60|PGK||61|Retail Banking||62|Filialen ohne AL||63|FVB SCHA||59|J|J|9999-12-31|2019-01-01
35000|670|62830|OE Vertriebscons. PGK|62830 OE Vertriebscons. PGK|60|PGK||72|OE Vertriebsconsulting PGK||72|OE Vertriebsconsulting PGK||72|OE Vertriebsconsulting PGK||00|J|J|9999-12-31|2023-01-01
35000|675|62400|Handel|62400 Handel|60|PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||00|J|J|9999-12-31|2023-01-01
35000|676|62800|Digitale Services PGK|62800 Digitale Services PGK|60|PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||00|J|J|9999-12-31|2020-07-01
35000|677|62810|Vetriebsservice & Pm Pk|62810 Vetriebsservice & Pm Pk|60|PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||76|Digi Services & Prodmgmt PGK||00|J|J|9999-12-31|2020-01-01
35000|680|62840|OE Finanzpl./Verkaufscoaching|62840 OE Finanzpl./Verkauf|60|PGK||73|KC Premiumkunden, Immo & Vers.||73|OE Finanzpl./Verkaufscoaching||73|OE Finanzpl./Verkaufscoaching||00|J|J|9999-12-31|2023-01-01
35000|681|62510|Raiffeisen Immo. Sbg|62510 Raiffeisen Immo. Sbg|60|PGK||73|KC Premiumkunden, Immo & Vers.||74|Raiffeisen Immobilien Sbg eGen||74|Raiffeisen Immobilien Sbg eGen||00|J|J|9999-12-31|2023-01-01
35000|682|62522|Versicherung|62522 Versicherung|60|PGK||73|KC Premiumkunden, Immo & Vers.||75|Raiffeisen Sbg Vorsorge GmbH||75|Raiffeisen Sbg Vorsorge GmbH||00|J|J|9999-12-31|2023-01-01
35000|683|62520|Sachmaklerei|62520 Sachmaklerei|60|PGK||73|KC Premiumkunden, Immo & Vers.||75|Raiffeisen Sbg Vorsorge GmbH||75|Raiffeisen Sbg Vorsorge GmbH||00|J|J|9999-12-31|2020-07-09
35000|700|61000|BL Firmenkunden|61000 BL Firmenkunden|80|FK||80|Bereichsleitung FK||80|Bereichsleitung FK||80|Bereichsleitung FK||00|J|J|9999-12-31|2015-01-01
35000|710|61100|Firmen- /Institut. Kd.|61100 Firmen- /Institut. Kd.|80|FK||81|Firmenkunden Vertrieb||81|Firmenkunden und Bauträger||81|Firmenkunden und Bauträger||00|J|J|9999-12-31|2016-01-01
35000|720|61300|Bauträger|61300 Bauträger|80|FK||81|Firmenkunden Vertrieb||81|Firmenkunden und Bauträger||81|Firmenkunden und Bauträger||00|J|J|9999-12-31|2016-01-01
35000|730|61810|VU FK|61810 VU FK|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2019-03-01
35000|731|61811|VU FK Vertragsserv.|61811 VU FK Vertragsserv.|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2021-04-01
35000|732|61812|VU FK Cashmanagement|61812 VU FK Cashmanagement|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2020-11-01
35000|733|61813|VU FK Förderberatung|61813 VU FK Förderberatung|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2021-04-01
35000|734|61820|VU FK Vertriebspl.|61820 VU FK Vertriebspl.|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2020-03-11
35000|735|61830|Leasing|61830 Leasing|80|FK||81|Firmenkunden Vertrieb||82|Vertriebsunterstützung FK||82|Vertriebsunterstützung FK||00|J|J|9999-12-31|2015-03-01
35000|750|64310|Treasury|64310 Treasury|80|FK||85|Treasury||85|Treasury||85|Treasury||00|J|J|9999-12-31|2015-01-01
35000|800|41300|Immobilien|41300 Immobilien|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|801|41201|Telefon/Empfang|41201 Telefon/Empfang|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2016-01-01
35000|802|41301|HV Schwarzstr.|41301 HV Schwarzstr.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|803|41303|HV Itzling Allgemein|41303 HV Itzling Allgemein|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|804|41304|Kantine Itzling|41304 Kantine Itzling|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|805|41306|Proj. Itzl. Hauptstr.|41306 Proj. Itzl. Hauptstr.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|806|41307|HV Sonstige|41307 HV Sonstige|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|807|41314|HV Wasserfeldstr.|41314 HV Wasserfeldstr.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|808|41317|Raiffeisengarage|41317 Raiffeisengarage|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|809|41318|Kantine Schwarstrasse|41318 Kantine Schwarstrasse|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|810|41319|HV Technikzen. Itzling|41319 HV Technikzen. Itzling|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|811|41322|HV Fr. Josefstr.|41322 HV Fr. Josefstr.|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|812|41323|HV RVS-Filialen|41323 HV RVS-Filialen|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
35000|813|41324|Reinigung RVS-Filialen|41324 Reinigung RVS-Filialen|90|Beteiligungen & Immobilien||90|Immobilien||90|Betriebl. Immobilien||90|Betriebl. Immobilien||00|J|J|9999-12-31|2015-01-01
